KodKlienta;I;II;III;IV;V;VI;VII;VIII;IX;X;XI;XII
00032;04;WIL;9;5;8;13;11;13;22;13;12;13;4;5
00033;05;WLO;6;10;6;13;13;16;23;20;14;17;9;8
00034;04;BIA;6;9;5;14;13;14;19;13;11;12;9;4
00035;04;URY;5;7;4;10;14;18;17;13;14;14;7;4
00036;04;OCH;8;8;9;14;13;15;17;13;8;9;10;5
00037;04;WES;10;5;7;12;14;13;20;18;14;12;5;5
00038;03;SRO;7;6;4;9;9;9;16;12;6;7;6;7
00039;05;TAR;7;8;10;14;15;17;20;22;17;12;7;12
00040;04;BIA;6;6;5;8;12;13;20;12;8;13;4;8
00041;05;BIE;12;8;10;16;15;20;20;15;15;14;7;11
00042;04;ZOL;10;7;6;13;9;13;18;14;11;11;9;5
00043;03;MOK;4;4;3;8;7;11;16;13;6;9;5;3
00044;05;BEM;6;6;7;16;17;20;24;16;17;13;12;6
00045;02;TAR;3;2;3;5;4;6;10;8;5;6;4;4
00046;03;BIA;6;4;3;7;9;10;12;11;9;8;7;5
00047;03;URU;5;5;5;7;7;13;16;11;8;6;7;4
00048;02;BIE;2;4;2;6;6;8;9;7;4;6;4;4
00049;03;TAR;4;7;3;6;6;13;16;13;7;6;7;5
00050;02;BIA;3;3;3;6;4;8;9;6;5;5;2;3
00051;04;WIL;5;9;9;11;8;15;17;18;14;13;9;5
00052;03;PRA;4;7;6;10;9;13;15;11;7;6;5;7
00053;05;WAW;8;5;7;10;15;15;23;18;16;14;6;11
00054;02;WOL;2;2;4;4;5;7;10;8;5;5;3;3
00055;04;REM;4;5;7;12;14;14;18;13;10;14;4;7
00056;03;WIL;6;6;3;10;9;13;12;12;8;9;6;6
00057;04;WES;5;10;10;13;11;17;16;15;13;10;9;5
00058;04;BEM;10;6;7;10;13;17;18;17;9;11;8;6
00059;03;URY;3;6;5;7;6;11;14;13;8;8;6;3
00060;01;TAR;1;1;1;2;3;4;4;4;2;2;1;1
00061;03;URY;4;3;5;8;8;12;12;9;10;10;4;3
00062;04;BIA;8;4;7;11;10;18;20;14;8;14;10;5
00063;03;BIA;5;5;7;6;7;13;16;12;7;7;6;7
00064;04;WLO;5;6;9;8;10;18;17;18;11;8;8;8
00065;04;WES;5;7;4;14;10;13;17;18;10;14;8;9
00066;03;OCH;3;3;4;9;9;13;15;9;10;10;6;6
00067;02;WIL;4;2;4;6;6;6;10;7;4;5;4;3
00068;05;OCH;11;10;12;16;15;18;21;20;15;14;5;10
00069;02;SRO;4;3;4;4;4;6;9;6;5;5;4;3
00070;07;SRO;7;13;13;16;17;24;32;24;19;15;13;8
00071;02;WES;4;4;2;5;6;6;10;6;6;4;2;2
00072;03;WIL;6;6;6;7;8;9;14;10;6;8;5;6
00073;02;BEM;3;4;4;5;4;6;8;8;5;5;2;2
00074;03;TAR;7;3;5;9;10;11;15;13;7;9;4;5
00075;05;WAW;7;10;7;10;11;17;27;18;11;10;5;8
00076;04;WES;9;9;9;12;10;12;18;18;8;13;7;10
00077;02;MOK;2;2;3;6;6;7;9;8;4;6;2;4
00078;06;WLO;9;8;13;15;15;20;24;20;20;15;12;7
00079;02;SRO;2;3;4;5;4;7;9;7;5;5;2;2
00080;03;WOL;4;4;6;6;6;10;13;9;8;9;7;5
00081;03;WLO;6;4;4;10;7;10;12;9;6;6;7;7
00082;03;ZOL;4;3;6;6;9;13;15;13;6;9;7;4
00083;02;BIA;3;2;4;6;6;8;8;7;6;5;4;2
00084;02;WIL;2;3;3;4;4;7;9;6;4;4;4;4
00085;04;WIL;9;10;5;12;12;17;21;12;9;10;4;10
00086;03;WES;5;4;3;7;9;12;12;10;7;6;3;7
00087;05;URY;8;10;7;16;15;21;25;16;16;11;5;11
00088;03;ZOL;4;5;3;7;9;12;15;9;7;6;4;6
00089;03;OCH;4;3;3;6;7;9;13;12;7;9;3;3
00090;04;URY;5;8;7;8;11;16;22;13;8;13;4;4
00091;02;REM;2;4;4;6;5;8;9;7;5;5;3;2
00092;05;WLO;10;9;11;10;16;15;23;15;14;13;10;7
00093;01;URY;1;1;1;2;3;3;4;4;2;2;2;1
00094;06;WAW;13;14;10;13;12;25;25;23;13;13;8;7
00095;03;WES;3;7;5;6;6;10;14;9;8;6;7;4
00096;04;BIE;10;8;8;14;8;17;18;17;10;11;8;8
00097;04;PRA;4;8;7;14;13;17;16;17;14;9;4;9
00098;03;OCH;4;5;7;10;9;12;12;9;6;7;4;5
00099;04;URY;5;4;6;14;13;18;17;14;11;9;5;10
00100;07;PRA;11;10;14;16;19;27;33;25;14;22;7;14
00101;07;BIA;10;8;13;20;16;28;32;25;16;19;11;13
00102;04;WLO;4;10;4;12;12;12;20;15;14;12;4;7
00103;02;BEM;2;4;4;4;5;8;9;6;4;6;4;2
00104;04;TAR;10;4;7;8;10;15;17;15;13;8;8;8
00105;02;OCH;2;3;4;5;6;6;8;6;4;5;2;3
00106;03;WES;4;5;4;9;7;12;14;12;6;10;7;5
00107;04;WES;8;5;8;11;10;15;20;13;13;12;10;8
00108;03;ZOL;5;7;7;8;8;12;12;9;9;9;5;7
00109;04;URU;6;6;4;11;14;12;20;16;12;13;10;9
00110;03;WIL;3;3;4;8;7;11;16;13;10;8;5;5
00111;04;WIL;6;10;9;14;11;12;17;12;9;14;10;6
00112;04;PRA;6;8;6;9;14;14;18;17;8;14;5;7
00113;04;TAR;10;5;4;8;8;16;20;17;8;10;5;10
00114;02;URU;3;2;2;4;6;6;10;8;4;4;2;2
00115;02;WES;3;4;3;4;4;6;8;6;6;4;2;3
00116;02;WLO;3;2;3;6;6;8;8;6;6;6;4;4
00117;03;BIA;7;6;7;9;6;11;16;11;10;6;6;7
00118;05;MOK;12;7;11;16;12;17;23;22;14;13;10;12
00119;03;URU;6;6;3;9;8;13;15;11;9;8;4;6
00120;03;OCH;4;3;4;9;6;11;15;10;9;8;6;5
00121;04;MOK;4;7;9;8;12;13;19;15;11;10;8;10
00122;03;BEM;5;4;7;7;10;12;13;12;7;10;7;7
00123;06;TAR;11;6;9;17;18;23;29;21;13;15;11;9
00124;03;WOL;4;7;5;8;10;11;12;12;9;6;3;4
00125;05;REM;9;8;8;11;14;19;21;17;16;13;11;9
00126;01;URY;2;2;1;2;2;3;4;3;3;2;1;1
00127;03;WOL;6;4;3;7;7;13;12;9;6;7;3;5
00128;01;WIL;2;2;1;3;2;4;5;4;3;2;1;1
00129;03;WOL;5;5;3;8;10;9;13;10;8;10;7;7
00130;03;OCH;3;5;5;9;7;13;13;11;7;7;7;5
00131;01;MOK;1;2;2;2;2;4;4;4;2;3;2;1
00132;04;REM;4;10;6;8;13;15;20;15;14;12;8;8
00133;02;URY;2;2;2;6;6;6;8;8;5;6;2;2
00134;05;SRO;6;5;7;12;10;20;22;20;17;11;6;8
00135;04;WAW;7;4;10;9;14;12;17;14;8;13;8;5
00136;02;ZOL;4;2;2;5;4;7;9;7;4;5;2;2
00137;02;URY;3;2;3;5;6;6;9;8;5;5;3;2
00138;03;BIA;3;7;5;6;10;12;16;12;9;7;7;4
00139;03;WIL;3;6;6;10;9;13;13;9;8;7;3;6
00140;05;ZOL;11;8;11;13;16;22;24;18;10;11;7;12
00141;01;BEM;2;2;2;2;3;3;4;3;3;2;2;1
00142;04;BIE;6;10;6;9;14;18;19;14;12;14;9;8
00143;06;WIL;8;9;7;20;18;20;29;22;14;12;14;11
00144;02;TAR;4;4;2;4;6;6;8;8;4;5;4;3
00145;05;WOL;11;6;12;10;16;16;23;20;11;11;11;7
00146;04;OCH;7;10;5;13;14;13;20;16;11;11;6;9
00147;01;WES;1;2;1;3;2;3;5;3;2;3;2;2
00148;07;WLO;7;8;7;20;21;25;36;21;16;17;11;14
00149;02;ZOL;2;3;4;5;6;7;10;8;6;4;4;3
00150;05;URY;7;8;6;15;12;20;21;18;12;16;7;6
00151;03;OCH;4;4;4;10;8;13;15;13;9;7;5;5
00152;06;REM;13;11;9;19;14;25;32;20;12;14;7;10
00153;05;WES;8;7;12;16;11;20;22;16;14;11;9;5
00154;04;SRO;8;6;10;12;8;13;21;14;12;12;5;5
00155;04;WES;8;5;10;10;8;18;21;12;10;9;6;10
00156;04;WIL;9;4;4;8;11;15;19;18;11;10;4;9
00157;03;SRO;5;7;6;7;7;11;16;9;10;9;6;6
00158;06;ZOL;11;6;8;17;12;25;26;26;18;14;13;12
00159;03;WLO;6;5;6;7;10;11;13;9;6;8;5;4
00160;03;URU;5;5;4;6;6;11;14;9;10;9;6;6
00161;04;WES;4;9;7;9;13;13;19;16;9;11;7;6
00162;03;SRO;7;7;6;6;7;10;12;12;10;7;5;7
00163;02;PRA;3;3;3;6;4;7;10;8;5;4;2;4
00164;04;URU;5;7;5;11;9;15;22;12;11;8;7;10
00165;03;WES;5;6;5;10;10;10;12;13;9;8;5;6
00166;03;PRA;7;3;3;7;8;13;12;12;9;9;5;5
00167;03;BEM;3;4;6;7;9;12;13;10;8;7;7;4
00168;06;WOL;14;11;13;13;13;18;24;20;17;20;14;11
00169;05;WIL;5;10;6;15;12;19;20;20;10;16;5;6
00170;02;MOK;2;2;4;5;4;6;9;7;5;4;4;4
00171;04;REM;7;9;5;14;11;17;20;17;11;8;8;4
00172;01;WLO;2;1;2;2;3;4;5;3;2;2;1;1
00173;05;BEM;11;6;9;17;17;22;20;20;14;17;12;7
00174;03;OCH;6;4;3;8;7;12;14;11;10;9;3;5
00175;01;SRO;2;1;1;2;3;4;4;3;2;2;1;2
00176;01;OCH;2;2;1;2;2;3;4;3;3;3;2;2
00177;04;BIE;5;7;9;8;9;16;18;15;9;8;10;10
00178;06;URU;14;8;8;19;13;22;29;19;16;13;13;10
00179;01;URU;1;2;2;2;3;3;4;3;3;2;1;2
00180;05;OCH;11;10;10;16;15;17;21;21;12;14;9;7
00181;03;BIE;7;3;4;10;7;13;13;13;8;8;4;6
00182;04;URU;10;10;10;11;13;15;19;14;11;8;9;4
00183;04;WLO;4;9;7;8;13;17;17;13;11;10;8;4
00184;02;PRA;2;2;4;6;5;8;8;6;5;4;4;3
00185;02;URU;2;3;4;5;4;8;8;8;5;5;3;4
00186;04;WES;4;9;9;9;14;12;19;12;9;11;5;9
00187;01;BIE;1;2;2;3;3;3;4;4;2;3;1;2
00188;06;WES;7;8;11;12;19;18;29;22;18;16;13;12
00189;02;SRO;4;4;4;4;4;8;10;8;4;6;4;3
00190;02;REM;3;2;3;4;4;7;10;7;5;4;3;2
00191;03;WLO;3;4;7;7;7;12;15;12;7;10;4;4
00192;04;URU;9;4;6;13;12;12;20;14;12;13;6;5
00193;01;WLO;2;1;1;3;2;4;5;3;3;3;2;1
00194;04;REM;8;8;5;12;12;18;19;15;10;10;6;7
00195;04;WIL;5;6;8;14;14;13;17;16;13;11;10;4
00196;06;WIL;11;14;7;19;17;26;29;26;15;13;11;7
00197;03;WES;3;6;6;8;7;12;13;12;8;6;6;7
00198;03;REM;7;4;3;7;10;9;14;10;10;7;3;4
00199;03;WOL;3;3;5;6;10;10;14;12;8;9;7;7
00200;03;WOL;4;3;7;6;9;13;13;12;9;10;4;4
00201;04;PRA;6;8;6;11;10;18;21;14;9;12;7;6
00202;04;WLO;10;6;10;13;13;17;18;14;14;12;8;9
00203;01;PRA;1;2;1;3;2;4;5;4;2;3;1;2
00204;02;REM;3;3;4;4;6;6;10;7;6;5;3;2
00205;03;WAW;4;6;5;7;9;10;15;11;9;10;7;4
00206;05;BIE;9;7;8;16;10;16;21;18;15;10;8;9
00207;05;URU;5;11;7;16;10;22;21;17;13;13;9;7
00208;02;BIE;2;4;3;4;4;8;8;6;4;5;3;4
00209;03;REM;5;5;5;10;8;12;12;12;9;8;5;4
00210;04;REM;6;6;5;13;12;16;17;13;12;14;4;4
00211;02;ZOL;2;4;3;5;6;7;9;7;4;4;2;2
00212;02;TAR;4;3;2;4;5;7;10;6;4;6;3;2
00213;01;PRA;2;2;1;2;2;3;5;3;3;3;1;1
00214;04;MOK;4;7;5;9;13;12;20;16;8;11;4;8
00215;02;WOL;3;2;3;5;6;6;9;8;5;6;2;4
00216;03;TAR;5;7;7;10;8;13;16;10;8;6;4;5
00217;03;WES;4;4;6;9;6;10;16;9;6;9;3;3
00218;03;PRA;5;3;6;7;9;11;15;9;9;6;6;4
00219;02;WOL;4;2;4;4;4;6;9;6;4;6;3;3
00220;04;BIE;9;6;9;13;10;13;22;12;12;13;8;9
00221;01;TAR;1;1;2;2;3;3;4;4;3;3;1;1
00222;03;URU;5;4;6;9;8;10;12;12;9;7;4;5
00223;04;PRA;7;8;6;12;9;12;21;16;11;14;4;8
00224;02;URY;4;3;4;5;6;6;10;7;5;4;2;3
00225;03;URY;6;3;6;6;9;9;13;12;9;8;7;4
00226;03;BEM;6;3;4;9;8;11;12;12;10;7;7;4
00227;02;SRO;4;2;3;6;4;6;8;7;4;5;2;3
00228;02;OCH;2;4;3;4;6;6;8;7;5;6;4;3
00229;07;WES;7;8;12;19;17;29;29;23;15;21;13;12
00230;04;BIA;4;6;8;9;14;16;22;18;13;14;4;10
00231;02;URY;2;2;3;4;4;6;8;6;4;4;2;3
00232;01;WES;2;1;1;2;3;3;5;4;2;2;1;1
00233;02;REM;4;3;4;4;6;7;8;6;5;6;3;3
00234;02;BIA;4;3;2;4;4;7;8;8;6;6;3;2
00235;04;WAW;6;9;9;10;8;18;20;13;11;12;5;8
00236;03;WOL;3;6;5;8;10;13;16;11;8;9;7;3
00237;03;URU;4;4;7;6;10;13;12;13;7;9;5;3
00238;03;REM;3;3;4;9;9;9;14;9;7;8;6;3
00239;03;WIL;6;6;3;9;9;13;14;10;6;9;3;4
00240;01;URU;1;2;1;3;3;3;4;3;2;3;1;1
00241;03;BIA;5;7;6;6;10;10;12;11;10;8;4;6
00242;04;URU;8;6;8;9;14;18;16;17;10;8;10;5
00243;03;BEM;3;5;4;8;9;10;14;13;6;9;5;6
00244;04;WAW;8;9;5;9;9;18;18;16;9;11;6;7
00245;03;URY;4;3;4;6;7;10;12;11;6;10;6;7
00246;03;WLO;5;7;6;8;9;12;14;13;7;10;4;5
00247;03;ZOL;3;5;6;6;9;13;15;9;8;6;6;6
00248;03;WOL;7;6;3;6;6;11;15;10;6;8;7;4
00249;03;BIE;5;7;7;10;6;12;13;10;9;9;5;4
00250;06;WAW;9;8;13;14;19;19;28;24;13;18;13;8
00251;05;TAR;12;10;6;17;15;16;22;21;11;17;12;7
00252;03;REM;3;3;5;10;6;11;15;9;10;8;6;3
00253;02;TAR;2;3;3;4;5;8;10;8;4;4;3;3
00254;04;WAW;9;4;7;13;14;16;21;15;14;14;6;8
00255;04;SRO;6;4;4;9;11;14;21;16;12;14;5;7
00256;04;SRO;10;5;7;12;14;18;21;12;10;14;4;5
00257;05;BIA;12;5;6;10;12;21;24;15;15;11;12;11
00258;04;BIA;10;7;8;10;13;13;22;16;8;12;6;9
00259;06;WLO;12;9;14;18;15;25;30;26;17;20;6;10
00260;03;WES;3;7;6;10;7;11;14;11;6;8;5;6
00261;01;OCH;2;1;1;3;3;3;4;4;2;3;1;2
00262;03;ZOL;4;7;5;6;6;11;13;10;8;8;7;5
00263;04;WIL;7;6;7;9;12;16;21;15;8;11;5;10
00264;01;BIE;1;2;2;3;2;4;4;3;2;2;2;1
00265;02;SRO;3;4;3;6;6;8;9;7;6;4;3;3
00266;03;REM;5;7;3;6;8;9;15;11;7;10;5;5
00267;03;REM;4;4;6;8;9;11;15;11;9;10;5;3
00268;04;REM;7;5;10;8;12;16;17;18;9;10;7;9
00269;05;OCH;10;10;10;14;17;17;25;20;10;13;12;9
00270;03;URU;7;6;4;8;8;13;13;9;8;6;3;3
00271;06;TAR;7;14;12;20;20;21;32;21;18;16;12;11
00272;05;URU;6;9;6;16;10;16;21;21;10;17;6;7
00273;02;BIA;3;4;3;6;4;6;9;7;4;4;3;2
00274;07;WES;8;15;13;14;21;29;35;24;22;20;14;7
00275;02;BIA;3;2;4;4;4;6;10;8;6;5;3;3
00276;04;PRA;9;9;5;11;11;18;20;16;14;11;8;9
00277;03;WLO;3;6;4;9;6;11;12;9;6;9;4;7
00278;03;BIE;3;5;7;6;7;11;12;11;9;6;3;7
00279;03;BIE;6;4;7;9;9;11;13;13;6;9;5;4
00280;05;WAW;12;5;5;16;13;19;27;19;12;17;8;7
00281;04;PRA;5;8;7;13;10;12;19;12;9;11;9;6
00282;02;TAR;4;3;4;6;4;8;10;8;5;6;4;2
00283;02;WIL;3;2;3;6;5;7;10;6;4;6;2;2
00284;04;WAW;9;7;6;11;8;13;16;14;14;12;8;7
00285;04;WES;9;9;6;10;9;17;21;16;13;8;4;5
00286;03;BIE;5;5;7;8;9;12;14;10;6;7;5;5
00287;04;WAW;6;7;7;9;9;18;19;18;14;14;5;10
00288;03;URY;4;5;4;10;6;12;12;13;10;8;4;7
00289;03;ZOL;3;4;4;9;9;9;16;11;7;10;5;4
00290;03;BIE;5;7;5;7;8;11;13;12;6;10;5;7
00291;03;PRA;4;5;7;7;7;10;14;10;7;8;3;6
00292;05;MOK;9;6;11;15;10;21;21;22;17;13;10;5
00293;03;REM;3;4;7;9;6;11;13;12;7;10;4;6
00294;02;WES;3;4;3;6;5;7;8;6;6;4;3;3
00295;03;OCH;7;5;3;10;7;13;16;10;10;7;5;5
00296;03;WES;6;5;4;10;7;11;12;12;9;9;4;6
00297;02;TAR;3;2;4;5;4;6;10;7;5;4;3;4
00298;02;WES;2;3;3;5;4;8;9;7;4;4;2;4
00299;04;SRO;5;6;10;13;8;13;19;14;8;14;9;7
00300;03;REM;7;4;3;10;8;9;16;11;6;6;6;6
00301;03;BIE;4;4;7;9;6;11;13;9;7;6;4;4
00302;02;URY;4;3;4;6;6;7;8;7;4;5;2;2
00303;02;BIE;4;3;4;5;4;6;8;8;6;4;2;3
00304;01;BIE;1;1;1;2;2;3;4;3;3;3;2;2
00305;01;BEM;1;2;2;3;2;3;4;3;3;2;2;1
00306;03;WLO;3;3;3;6;7;13;12;12;9;10;6;6
00307;04;TAR;8;5;8;9;8;17;18;16;11;9;5;5
00308;03;URY;7;3;4;8;9;9;14;12;7;10;3;6
00309;03;WLO;5;5;7;9;9;11;14;12;9;10;4;4
00310;03;BEM;3;5;4;8;6;9;15;10;7;8;4;7
00311;04;WIL;5;10;9;14;9;13;18;18;14;9;9;5
00312;06;BIA;13;7;8;12;18;26;31;20;16;16;14;8
00313;02;WES;4;2;3;6;4;8;10;6;5;5;4;3
00314;04;BIA;9;5;6;14;11;18;16;18;14;10;4;4
00315;06;BIE;13;14;14;15;16;20;29;22;15;12;12;11
00316;03;WIL;7;5;5;6;7;9;13;13;9;7;7;7
00317;06;MOK;12;12;13;13;14;22;24;26;13;15;11;11
00318;01;WLO;1;1;2;3;2;4;4;4;2;2;2;2
00319;05;ZOL;5;5;9;15;17;22;22;21;15;10;11;7
00320;03;WAW;3;5;5;8;8;10;15;11;7;10;5;7
00321;03;WAW;5;7;7;9;9;11;15;10;6;9;7;7
00322;07;WAW;7;7;7;21;16;27;32;23;22;20;8;10
00323;06;PRA;8;14;9;17;14;26;32;26;19;20;7;13
00324;01;WES;2;1;1;3;2;3;5;3;3;2;1;1
00325;01;WOL;1;1;2;3;3;4;5;4;2;3;2;2
00326;02;URU;2;3;3;6;4;7;8;7;6;6;4;3
00327;02;PRA;3;4;4;6;5;7;9;6;6;6;2;3
00328;04;TAR;8;9;7;8;8;13;17;16;8;8;6;5
00329;04;BIE;5;6;10;13;13;17;18;16;12;8;7;4
00330;05;WIL;12;7;6;12;12;22;26;17;10;12;12;7
00331;04;BIA;5;4;4;12;14;15;16;15;11;12;5;5
00332;03;WLO;6;6;5;9;8;12;13;12;7;7;3;5
00333;02;WLO;2;4;3;6;6;8;9;7;5;6;2;4
00334;03;WLO;6;3;5;10;7;10;16;12;9;7;3;6
00335;04;ZOL;9;10;9;10;8;16;19;13;9;9;5;8
00336;03;URU;7;6;7;10;6;13;14;9;10;10;4;3
00337;03;WES;6;6;5;8;6;9;16;12;10;7;5;7
00338;03;WLO;3;7;7;8;7;9;12;13;8;9;7;7
00339;06;WES;14;12;6;12;18;20;25;25;17;17;7;9
00340;02;SRO;4;4;2;6;4;8;9;7;6;5;3;3
00341;02;ZOL;3;2;2;5;6;6;9;7;6;5;3;3
00342;04;WOL;4;6;7;9;14;16;22;17;9;14;8;10
00343;03;WIL;3;4;5;8;9;10;12;12;8;9;7;5
00344;01;WAW;1;1;2;2;2;4;5;3;2;2;1;1
00345;05;TAR;7;11;11;13;12;18;22;19;10;10;7;6
00346;04;ZOL;8;6;10;13;9;14;21;16;12;8;9;6
00347;04;WLO;4;5;5;12;12;17;16;16;14;9;5;10
00348;04;BIA;5;9;6;14;9;14;20;17;10;10;9;4
00349;02;ZOL;3;2;2;5;4;7;10;6;4;6;4;2
00350;06;PRA;9;13;8;18;13;20;28;19;17;19;13;10
00351;03;OCH;5;7;4;9;6;13;12;10;9;9;6;5
00352;02;BEM;3;3;2;5;5;8;10;7;4;5;2;2
00353;04;BIE;5;8;6;12;8;14;22;16;14;10;4;9
00354;03;BIE;7;6;5;9;10;11;15;13;6;8;3;3
00355;07;OCH;8;8;7;15;17;24;28;25;17;18;11;8
00356;02;MOK;2;4;3;5;6;8;10;7;6;5;4;4
00357;04;WES;9;4;8;8;11;12;16;13;9;14;5;5
00358;02;BEM;2;3;4;6;6;6;9;8;4;5;3;2
00359;03;WES;4;4;7;9;9;13;12;11;8;9;3;7
00360;02;URU;3;3;3;5;4;7;8;7;5;5;4;3
00361;01;WOL;1;2;2;3;2;3;5;4;3;2;2;1
00362;04;WAW;10;7;9;9;9;14;21;13;9;11;10;6
00363;03;REM;7;3;7;7;7;12;15;12;6;6;4;4
00364;05;SRO;11;12;8;10;17;16;25;17;12;16;9;11
00365;02;ZOL;2;2;3;4;6;8;8;8;5;6;3;3
00366;01;ZOL;1;2;2;2;2;3;5;4;3;2;1;1
00367;04;BEM;6;9;7;12;10;14;19;13;10;11;6;6
00368;03;WOL;5;3;7;6;8;10;16;10;7;9;3;6
00369;06;WOL;13;6;10;15;14;18;30;21;16;14;6;13
00370;02;WOL;2;3;2;4;6;7;8;6;6;5;2;2
00371;03;BIE;6;6;7;9;7;9;13;10;8;9;3;3
00372;01;REM;2;1;1;3;2;4;5;4;2;3;1;2
00373;01;BIE;1;2;1;2;3;4;5;3;3;2;1;1
00374;02;BIA;3;2;4;4;4;8;8;6;5;4;4;2
00375;02;WAW;2;4;2;6;6;8;10;6;6;4;2;3
00376;04;URU;9;5;7;10;11;13;17;14;11;8;8;10
00377;06;WES;12;10;6;19;16;24;26;19;17;20;12;13
00378;04;TAR;8;4;8;13;12;15;17;15;11;10;7;10
00379;06;URU;12;13;12;20;17;22;30;25;14;16;14;13
00380;07;URY;9;10;13;21;17;29;33;28;20;15;12;9
00381;03;BEM;5;5;7;7;8;10;14;10;10;6;6;7
00382;03;WIL;4;5;6;10;8;11;16;11;8;9;4;4
00383;03;MOK;6;5;4;10;6;12;16;12;6;6;3;4
00384;05;BIA;10;12;10;15;15;17;21;22;15;15;9;10
00385;03;ZOL;4;5;5;7;6;12;13;11;7;9;6;7
00386;02;BIA;3;3;4;6;4;7;9;6;6;5;3;2
00387;02;OCH;2;4;3;6;5;6;10;6;4;5;4;2
00388;02;BEM;3;4;4;6;6;8;10;7;4;4;3;3
00389;03;WOL;7;4;3;7;6;12;14;13;6;7;5;7
00390;04;BEM;4;10;10;11;10;15;17;16;13;13;9;5
00391;06;WAW;10;8;11;15;15;26;28;18;18;14;9;11
00392;02;WOL;2;4;3;6;6;8;10;6;4;5;4;4
00393;04;BEM;7;5;8;10;9;15;19;18;13;8;5;9
00394;06;TAR;9;10;7;12;12;23;32;25;12;15;8;12
00395;03;REM;4;6;7;7;9;13;15;12;8;7;6;6
00396;03;BIA;7;4;4;7;10;13;13;10;6;8;7;5
00397;03;WIL;6;5;6;6;7;10;14;9;6;9;7;4
00398;02;WLO;4;3;2;4;4;6;8;8;6;5;2;3
00399;03;OCH;6;7;5;7;10;13;12;9;9;6;4;3
00400;05;BIE;7;8;12;10;15;21;25;18;13;10;5;7
00401;03;BEM;4;7;5;8;10;9;14;11;9;8;3;5
00402;02;BEM;2;3;4;6;4;6;9;6;4;4;2;4
00403;05;SRO;10;11;12;11;13;20;22;21;13;16;10;9
00404;05;URY;6;6;7;13;17;22;22;15;15;17;9;12
00405;03;REM;5;4;3;6;10;9;16;13;9;8;3;5
00406;04;MOK;8;5;7;10;9;14;16;15;9;12;7;8
00407;02;REM;2;4;4;4;6;8;10;7;4;6;3;4
00408;03;BIA;5;7;3;9;9;9;15;12;9;8;6;6
00409;03;SRO;6;7;6;7;9;13;12;9;6;9;3;5
00410;06;MOK;6;10;7;16;18;25;32;23;18;19;14;12
00411;06;WOL;7;11;10;15;18;22;28;21;12;16;12;13
00412;03;WAW;5;6;5;7;9;12;15;10;6;9;3;6
00413;03;BEM;7;6;4;6;6;13;15;11;6;10;4;5
00414;02;WIL;3;2;3;6;4;7;10;7;6;6;4;2
00415;03;WOL;4;4;7;8;8;9;13;10;6;7;5;3
00416;06;TAR;12;9;6;20;14;21;28;23;15;20;14;8
00417;02;ZOL;4;2;3;5;5;8;8;6;4;4;4;2
00418;06;WAW;13;9;11;17;18;22;28;20;15;13;13;11
00419;04;ZOL;8;4;8;13;12;14;20;16;8;8;5;6
00420;02;BIE;4;4;3;6;6;8;10;7;6;5;4;4
00421;03;OCH;7;3;7;6;7;10;13;12;9;10;4;3
00422;04;PRA;5;6;9;11;9;13;16;16;13;14;5;9
00423;01;OCH;2;2;2;2;2;4;5;4;2;3;2;1
00424;04;MOK;8;9;9;12;12;14;18;17;14;14;7;8
